Order ID,Sub orderid,Creator username,Creator tag ID,Product Name,SKU,Product ID,Price,Quantity,Shop name,Shop code,Currency,Order Status,Content Type,Content id,Standard commission rate,Commission bonus rate,Creative commission rate,Creator commission reward rate,Estimated commission base,Est. standard commission,Est. commission bonus,Est. creative commission,Est. creator commission reward fee,Actual commission base,Actual standard commission,Actual commission bonus,Actual creative commission,Actual creator commission reward fee,Creator tax,Agency commission,Agency commission bonus,Agency creative commission,Creator agency commission reward fee,Total agency commission,Quantity returned,Quantity refunded,Invitation ID,Agency commission rate,Time order created,Time order delivered,Time Commission Paid,Payment ID,Payment method,Payment account,IVA,ISR,Platform,Attribution type,commission model
580105583417525608,580105583417656680,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Jam Tangan Digital Rubber Bulat LED Warna Hitam Mewah untuk Wanita dan Pria Watches,202,1730159345818174661,17000,1,pasar lama digital,IDLCBXW2Y6,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,17000,85,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:56:19,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105576266826817,580105576266957889,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Kaos Kaki Garis Setrip Strip Old School Skate Panjang Tebal,"Putih St 2 Hitam, OS",1729642983680740105,8399,1,Sendy Socks,IDLCBVWVAJ,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,8399,210,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:51:54,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105539810461650,580105539810592722,racunbelanjakuyyyy,OEM2_VIVO_PUSH,WILMER PALU GAGANG BESI GERIGI 12 OZ Palu Kambing Martil besar  tersedia ukuran 8-12-16oz,16oz,1729717789208905554,26680,1,ASIA BAUT,IDLC6XLLQU,IDR,Processing,Link share,OEM3_OPPO,0.5,,,,26680,133,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:48:07,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105540180476978,580105540180608050,racunbelanjakuyyyy,OEM2_VIVO_PUSH,Charger Fast CHARGER TRAVEL ADAPTOR COLOKAN USB 4 PORT 5V 4 Port 3.1A Pengisi Daya Ponse Port Pengisian Daya Multifungsi,Putih,1729461014507652806,16800,1,RUSA MAJU,IDLCMVLHU8,IDR,Processing,Link share,OEM3_OPPO,4.5,,,,16800,756,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:46:52,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105507674949155,580105507675080227,racunbelanjakuyyyy,OEM2_VIVO_PUSH,KERUPUK/jangek kulit sapi  toples 4 liter dapat 4 toples dengn 3  varian rasa. Camilan Pedas Asin,dengan babble,1729735625737800242,99900,1,kerupuk kulit sapi ud heru,IDLCX2W7H3,IDR,Processing,Link share,OEM3_OPPO,3.75,,,,99900,3746,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:46:06,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105516233492294,580105516233623366,racunbelanjakuyyyy,OEM3_OPPO_PUSH,TATO STIKER TUBUH SERI RC-453 BULU MERAK MINI size 11x6cm Tatto Temporer Tubuh Tato Temporary - Tattoo Tahan Air - Tatto Lengan - Tatto Tangan Kaki TATO KECIL INSTAN Kering,Default,1731378785190118857,6000,1,ZARIL TATO,IDLCGDLLUM,IDR,Processing,Link share,OEM3_OPPO,4.25,,,,6000,255,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:44:38,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105504154551447,580105504154682519,racunbelanjakuyyyy,OEM3_OPPO_PUSH,"NEW PACKAGING! Wardah UV Shield Airy Smooth Sunscreen Serum SPF 50 PA++++ 25ml Single, Twinpack, Triple Pack Sunscreen Wajah - Meredakan Jerawat, Ringan, Mudah Meresap Calming and Repair Boosting - Sunscreen 50 SPF BPOM - Sunscreen Wajah Glowing",Single Airy,1731715363133884311,32640,1,wardahbeautyid,IDLCALLLYU,IDR,Processing,Link share,OEM3_OPPO,5,,,,32640,1632,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:43:06,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105472085296429,580105472085427501,racunbelanjakuyyyy,OEM3_OPPO_PUSH,SOES 7 RASA 1KG - MIX COKLAT KEJU BLUEBERRY STRAWBERRY TARO VANILLA KUE SUS KERING COKELAT LUMER 500GR 500 GR GRAM 1KG 1 2 KG DUS,"COKELAT, 250 GRAM",1729653298375723360,100,1,RA HOME LIVING ID,IDLCYYWLE4,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,100,3,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:41:31,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105408071173190,580105408071304262,racunbelanjakuyyyy,OEM3_OPPO_PUSH,DOSIS 3 ACNE - Paket Acne Booster [for your Acne Treatment],"Glowing Luminous Day, With Moisturizer",1729859878771788640,348910,1,GloglowingOfficial,IDLC9HLLXE,IDR,Processing,Link share,OEM3_OPPO,5,,,,348910,17446,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:27:36,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580105398063105978,580105398063237050,racunbelanjakuyyyy,OEM2_VIVO_PUSH,Highwaist cutbray Stretch Melar Celana Jeans Panjang Wanita Karet Hitam Karet Hitam,"Snow hitam, 30",1729610163360008636,90000,1,Affyy Jeans,IDLCBQWYNG,IDR,Cancelled,Link share,OEM3_OPPO,5,,,,90000,4500,,,,,,,,,,,,,,,0,0,0,99,23/08/2025 23:27:32,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
