Order ID,Sub orderid,Creator username,Creator tag ID,Product Name,SKU,Product ID,Price,Quantity,Shop name,Shop code,Currency,Order Status,Content Type,Content id,Standard commission rate,Commission bonus rate,Creative commission rate,Creator commission reward rate,Estimated commission base,Est. standard commission,Est. commission bonus,Est. creative commission,Est. creator commission reward fee,Actual commission base,Actual standard commission,Actual commission bonus,Actual creative commission,Actual creator commission reward fee,Creator tax,Agency commission,Agency commission bonus,Agency creative commission,Creator agency commission reward fee,Total agency commission,Quantity returned,Quantity refunded,Invitation ID,Agency commission rate,Time order created,Time order delivered,Time Commission Paid,Payment ID,Payment method,Payment account,IVA,ISR,Platform,Attribution type,commission model
580118159478326444,580118159478457516,racunbelanjakuyyyy,OEM3_OPPO_PUSH,[Amiralab] Queen Secret Coffee 100gr - QSC Female Kopi Dengan Gula Aren 8X Zat Aktif Lancarkan Siklus Wanita,100gr,1729443804723906727,89900,1,Amiralab Mall,IDLCGALL4F,IDR,Processing,Link share,OEM3_OPPO,5,,,,89900,4495,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:50:48,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580118106915899313,580118106916030385,racunbelanjakuyyyy,OEM2_VIVO_PUSH,Silicone Case Casing Imd Case Hologram Kompatibel for Viv0 Y19S Y19S Pro,"Vi Y19S / Y19S PRO, SILVER",1730654148272817802,11000,1,LEVIDA,IDLCFTLL8S,IDR,Processing,Link share,OEM3_OPPO,5,,,,11000,550,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:44:59,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580118023360054652,580118023360185724,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Teri Nasi medan kering / teri putih asin PREMIUM 1KG,1000grams,1729721099742709948,70000,1,INNA JURAGAN IKAN ASIN,IDLCELWA33,IDR,Processing,Link share,OEM3_OPPO,1,,,,70000,700,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:33:21,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580118017312982368,580118017313113440,racunbelanjakuyyyy,OEM2_VIVO_PUSH,(LAMPU UTAMA LED H ENAM.  jauh DEKAT PLUS SENJA BIRU harga satuan Car,H6 Senja Biru Putih Putih,1730911456706135329,23040,1,Heng Led99,IDLCWHLGNM,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,23040,806,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:32:36,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117954801403765,580117954801534837,racunbelanjakuyyyy,OEM2_VIVO_PUSH,Casing Hp Untuk VIVO Y21 Y21s Y21T Y21E Y21A Y21G Y33T Y33s Case Merek-merek trendi Kasing Silikon Cesing Kesing Softcase Casing,"Gaya2, Y21/Y21s/Y21T/Y21E",1729741369803179090,100,1,RosemeCase,IDLCHBW8T3,IDR,Cancelled,Link share,OEM3_OPPO,2,,,,100,2,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:24:37,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117961396553275,"580117961396684347,580117961396749883",racunbelanjakuyyyy,OEM3_OPPO_PUSH,PIN JKT48 I LOVE THEATER UKURAN 58 MM (HARGA 1 PCS + LAMINASI GLOSSY) WOTA KPOP IDOL KOREA PREMIUM MURAH UNOFFICIAL ADEL ALYA AMANDA ANINDYA ASHEL CALLIE CATHY CHELSEA CHIKA CHIRSTY CYNTHIA DAISY DANELLA ELI ELIN ELLA FENI FIONY FLORA FREYA READY STOCK !,"MARSHA, PIN UKURAN 58",1729715268128703654,1975,2,Palli Digi,IDLC8ML8VL,IDR,Processing,Link share,OEM3_OPPO,7.5,,,,3950,296,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:23:28,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117890122351666,580117890122613810,racunbelanjakuyyyy,OEM2_VIVO_PUSH,over knee sock (3 -14 tahun) bahan nilon tebal/kaos kaki anak panjang diatas lutut/kaos kaki anak panjang garis 3/kaos kaki anak perempuan gaya korea Fashion,Hijau G putih,1732262619562869973,19067,1,Talang store28,IDLCWBLUF9,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,19067,667,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:18:47,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117890122351666,580117890122548274,racunbelanjakuyyyy,OEM2_VIVO_PUSH,over knee sock (3 -14 tahun) bahan nilon tebal/kaos kaki anak panjang diatas lutut/kaos kaki anak panjang garis 3/kaos kaki anak perempuan gaya korea Fashion,Putih G hijau,1732262619562869973,19067,1,Talang store28,IDLCWBLUF9,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,19067,667,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:18:47,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117890122351666,580117890122482738,racunbelanjakuyyyy,OEM2_VIVO_PUSH,over knee sock (3 -14 tahun) bahan nilon tebal/kaos kaki anak panjang diatas lutut/kaos kaki anak panjang garis 3/kaos kaki anak perempuan gaya korea Fashion,Orange G putih,1732262619562869973,19067,1,Talang store28,IDLCWBLUF9,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,19067,667,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:18:47,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580117789100902199,580117789101098807,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ONE TWO CUPS Mixer Tangan Mini Portabel Tanpa Listrik Manual Kopi Dalgona Elektrik Pengaduk Minuman Electric Cafe One Two Cups Hand Pengocok Telur Kopi Milk Frother Battery Stainless Baterai,Default,1729917869098765037,16103,1,jadistore,IDLCUYLLBA,IDR,Processing,Link share,OEM3_OPPO,1.5,,,,16103,242,,,,,,,,,,,,,,,0,0,0,99,24/08/2025 23:04:44,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
