"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
554959104,,"2025-08-22 15:15:41","2025-08-22 16:45:24","TikTok Shop MY - CPS",-,580087193010931470,2.84,0.06,OEM3_OPPO_PUSH,Pending,,,,,,1729601463468984243,"Kasut Tapak Lembut Bayi Perempuan, Sneaker Anti-gelincir Kanak-kanak Kecil Comel, Kasut Titik Ikatan Simpul Baru Lahir Umur: 0-18 Bulan Kapas Shoes",1729601463261759411,SOKdfsi
554566144,,"2025-08-22 00:03:35","2025-08-22 03:27:32","TikTok Shop MY - CPS",-,580080866999371671,0.60,0.02,OEM3_OPPO_PUSH,Pending,,,,,,1731168752568731636,"Gelang Manik Kayu Cendana, Gaya Bohemia Retro Chic, Sesuai untuk Pakaian Harian dan Percutian Bangles Bracelets",1731168752568666100,zsfcsefde
554960128,,"2025-08-22 15:08:30","2025-08-22 16:45:59","TikTok Shop MY - CPS",-,580087006379214031,6.45,0.27,OEM3_OPPO_PUSH,Pending,,,,,,1729502107984496393,"Cermin Mata Hitam Memancing Terpolarisasi, Untuk Lelaki, Dalwa, Sesuai untuk Memandu, Mendaki dan Memancing, Cermin Mata Matahari Klasik, dengan Perlindungan UV400, Cermin Mata",1729502107984299785,"Dalwa Eyewear"
555026176,,"2025-08-22 20:00:54","2025-08-22 21:22:14","TikTok Shop ID - CPS",-,580090266019529992,0.18,0.00,FTK_56,Pending,,TTS,ID,XIAOMI,PUSH,1731670926142768849,"Sikat GIGI NANO extra SOFT toothbrush micro wave serat pembersih lidah",1731670926142703313,"Kastil TERMURAH"
554960896,,"2025-08-22 15:01:32","2025-08-22 16:46:28","TikTok Shop MY - CPS",-,580086947384820893,6.39,0.33,OEM2_VIVO_PUSH,Pending,,,,,,1729598348633410233,"Pure argan oil",1729598348633344697,elisyairdinaaaa
554569728,,"2025-08-22 07:36:07","2025-08-22 08:30:44","TikTok Shop ID - CPS",-,580082547623036402,0.89,0.03,OEM3_OPPO_PUSH,Pending,,,,,,1729578959597833041,"Parfum brended scandal 30ml Uniseks",1729578959597767505,SrikandiShop23
554964736,,"2025-08-22 14:29:54","2025-08-22 16:49:03","TikTok Shop MY - CPS",-,580086576653370867,2.82,0.15,OEM3_OPPO_PUSH,Pending,,,,,,1731901610517890718,"【1PC Only  RM4.96】MeetFace - Gel pengelupasan ekstrak herba, melembapkan, menyuburkan，Mencerahkan dan  memperbaiki kulit kusam, 50g sesuai untuk seluruh badan Face Skincare exfoliate muka",1731202642824562334,"City Beauty Mall"
554965504,,"2025-08-22 14:24:18","2025-08-22 16:49:35","TikTok Shop MY - CPS",-,580086519476356707,2.61,0.05,OEM2_VIVO_PUSH,Pending,,,,,,1729782243441149748,"Beg Lelaki Kulit PU, Ketibaan Baru, Gaya Kasual, Warna Coklat dan Hitam, Kalis Air, Beg Bahu dan Utusan, Kapasiti Besar, Sesuai untuk Aktiviti Luar, Beg Selempang",1729782243440953140,"Cosmic Bag2"
554572800,,"2025-08-22 08:32:00","2025-08-22 08:37:39","TikTok Shop MY - CPS",-,580082934654928150,40.76,0.43,FTK,Pending,,TTS,MY,OPPO,PUSH,1731359911037797473,"Deka F5DCL (LED) PRO 56""/46"" 5 blades 20 Speed (10F + 10R) DC Motor Remote Ceiling Fan 3 Colors LED Lights, 5 bilah 20 Speed Kipas Siling",1730795266614789217,"Uncle Sigma Shop"
554573568,,"2025-08-22 07:58:44","2025-08-22 08:39:15","TikTok Shop MY - CPS",-,580082696951465242,0.36,0.01,OEM3_OPPO_PUSH,Pending,,,,,,1729598666014295552,"Penggosok Kaki dengan Pemegang Kayu, Penghilang Kalus, Fail Kulit Mati, untuk Kaki Licin, Alat Pedi, W6P8",1729598666014164480,MoreBeautyshop
