"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
556125763,"2025-08-23 23:43:47","2025-08-24 19:50:48","2025-08-25 09:56:45","Shopee TH - CPS",-,"209735448291407 | 250824NCX24S73",4.91,0.07,MKK,Pending,,,,,,"Caring Mermaid Super Dry Shampoo 120ml แคริ่ง สเปรย์แชมพูแห้ง ไม่ต้องล้างออก.",ผลิตภัณฑ์บำรุงและเสริมความงาม,"EXISTING | APP","70998059 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556126355,"2025-08-23 06:52:49","2025-08-24 19:12:47","2025-08-25 09:57:08","Shopee TH - CPS",-,"209733167226111 | 250824NAT2QWFK",4.26,0.28,MKK,Pending,,,,,,"ถุงเท้านักเรียน Carson ข้อยาว สีขาวพื้นเทา  รุ่นแอนตี้แบคทีเรีย เนื้อผ้า Cotton แพ็ค 1 คู่",เสื้อผ้าแฟชั่นเด็ก,"NEW | APP","22657821 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556149851,"2025-08-21 16:05:11","2025-08-24 17:16:59","2025-08-25 10:17:54","Shopee PH - CPS",-,"209726219257959 | 250824N4B0MUP5",0.44,0.01,MP,Pending,,,68a6d336b668734f13129b54,,,"[jake wu]hypoallergenic Stud gold earrings pure stainless high quality","Fashion Accessories","EXISTING | APP","33625994 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556149854,"2025-08-21 16:05:11","2025-08-24 17:16:59","2025-08-25 10:17:54","Shopee PH - CPS",-,"209726219257959 | 250824N4B0MUP5",0.44,0.01,MP,Pending,,,68a6d336b668734f13129b54,,,"[jake wu]hypoallergenic Stud gold earrings pure stainless high quality","Fashion Accessories","EXISTING | APP","33625994 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556183002,"2025-08-21 15:48:41","2025-08-24 07:10:25","2025-08-25 10:45:54","Shopee PH - CPS",-,"209689825257365 | 250824M2ECM0X1",1.93,0.02,MP,Pending,,,68a6cf583d98546896246d28,,,"12PCS Cannon Cotton Plain White Towel Face Hand 26x50cm","Home & Living","EXISTING | APP","62191356 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556143803,"2025-08-21 15:23:04","2025-08-24 18:41:41","2025-08-25 10:12:12","Shopee PH - CPS",-,"209731301227815 | 250824N92F6BG4",4.37,0.05,MP,Pending,,,68a6c952f23cf4620f926722,,,"Army V3 Tactical T-shirt (Customizable) Free Custom Name POLO SHIRT T SHIRT 3D Shirt Full Sublimation for Men Women Uniform","Men Clothes","EXISTING | APP","1262919162 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
556165700,"2025-08-21 15:06:48","2025-08-24 13:08:57","2025-08-25 10:31:27","Shopee PH - CPS",-,"209711337226906 | 250824MPFG16GS",1.75,0.02,MP,Pending,,,68a6c58824b6eb3bf2e3b2a4,,,"Mega 8:8 Sale Wireless Portable Stereo Karaoke Speaker and Bluetooth Speaker freee Microphone",Audio,"EXISTING | APP","1572857797 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556124517,"2025-08-21 14:47:07","2025-08-24 22:33:55","2025-08-25 09:55:59","Shopee PH - CPS",-,"209745234288845 | 250824NP1PSG4X",1.95,0.02,MP,Pending,,,68a6c0ea7a8352516cc6acb0,,,"【Local Shipment】KAWES YAMAHA 5A/7A Drum Sticks Wood Drumsticks 2pcs Professional Drum Sticks","Hobbies & Collections","EXISTING | APP","526043744 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556135440,"2025-08-21 13:57:29","2025-08-24 20:19:41","2025-08-25 10:04:54","Shopee PH - CPS",-,"209737174268310 | 250824NEHG53AH",0.71,0.01,MP,Pending,,,68a6b54993dd0e68a05774ae,,,"Creative Cute Waterproof Insulated Bento Insulated Bag Picnic Camping Lunch Box Storage Bag","Home & Living","EXISTING | APP","1452837537 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556156039,"2025-08-21 13:39:05","2025-08-24 15:30:11","2025-08-25 10:23:12","Shopee PH - CPS",-,"209719811216616 | 250824MXC1F2VQ",1.12,0.01,MP,Pending,,,68a6b0f7180c4b51a80bd282,,,"Aquarium Water Purification Tablets 100 PCS Fast Aquarium Supplies Portable Filtration Fish Tank Cleaning for Goldfishes Plants ","Home & Living","EXISTING | APP","1100857377 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
556172068,"2025-08-21 12:40:06","2025-08-24 11:39:31","2025-08-25 10:36:40","Shopee PH - CPS",-,"209705971245514 | 250824MHFJMQ1Y",2.37,0.03,MP,Pending,,,68a6a326553c402eca387e5f,,,"Buy 1 Take 2 Masko. Aloe Vera Soothing Gel Brightening Hydrating Moisturizing  For All Skin 300ml",Beauty,"EXISTING | APP","549417957 | SHOPEE_MALL_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556139875,"2025-08-21 11:53:52","2025-08-24 19:32:50","2025-08-25 10:08:44","Shopee PH - CPS",-,"209734369281978 | 250824NBWW3VA2",16.97,0.07,MP,Pending,,,68a6984f095a0ea7f1c1ef63,,,"7012B 2 Din 7 inch Car Stereo Audio Radio Bluetooth 7"" Touch Screen Monitor MP5 Player SD FM USB","Spare Parts and Accessories for Vehicles","EXISTING | APP","533236228 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556165678,"2025-08-21 10:30:29","2025-08-24 13:01:49","2025-08-25 10:31:26","Shopee PH - CPS",-,"209710910274970 | 250824MP2RUVMF",5.20,0.06,MP,Pending,,,68a684c4f3fc012bc4d36304,,,"『BUY 1 TAKE 1』400g/One pack No rats within 10 km rat killer rat repellant for home mothballs for rats rat poison killer 40g*10Pc","Home & Living","EXISTING | APP","1202331355 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
556182784,"2025-08-21 10:18:11","2025-08-24 07:15:48","2025-08-25 10:45:43","Shopee PH - CPS",-,"209690148248303 | 250824M2R0MXC5",5.82,0.07,MP,Pending,,,68a681e2fa6b815ec11240df,,,"【Buy 1 Get 4】Waffle Unisex  Oversized Tshirt Clothes Menswear Round Neck Short Sleeve Plain T-shirt","Men Clothes","EXISTING | APP","1250862848 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556161518,"2025-08-21 09:21:03","2025-08-24 14:05:47","2025-08-25 10:27:52","Shopee PH - CPS",-,"209714747232411 | 250824MSN42N6S",7.08,0.08,MP,Pending,,,68a6747e4261a02abbbe2644,,,"FLYCDI Original High capacity Battery for Ip FLY-6g /6s /6plus /6splus /7g /7plus /8g /8plus /Xr /X","Mobile & Gadgets","EXISTING | APP","217875187 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556171825,"2025-08-21 07:04:02","2025-08-24 11:42:44","2025-08-25 10:36:30","Shopee PH - CPS",-,"209706163245709 | 250824MHN9R1BV",2.99,0.03,MP,Pending,,,68a6546296c9dc5b976dc32f,,,"DIFFERENTIAL AND INTEGRAL CALCULUS Six edition","Books & Magazines","EXISTING | APP","188882026 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556180089,"2025-08-21 01:31:17","2025-08-24 08:50:47","2025-08-25 10:43:08","Shopee PH - CPS",-,"209695846233717 | 250824M81TNY3C",10.04,0.12,MP,Pending,,,68a6065ef056d94925d1eae3,,,"(BUNDLE) Letsview 3in1 Blood Pressure Monitor Arm Style + Pulse Oximeter + Infrared Thermometer",Health,"EXISTING | APP","211802777 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556161790,"2025-08-20 23:32:31","2025-08-24 14:02:16","2025-08-25 10:28:05","Shopee PH - CPS",-,"209714535285010 | 250824MSESXFR5",61.59,0.57,MP,Pending,,,68a5ea8ebe82233c3cacf7b2,,,"Ready Stock Cooling PAD Mini Fan Rechargeable Flashlight Turbo Fan Handheld Portable Strong Wind","Mobile & Gadgets","EXISTING | APP","500301637 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556166241,"2025-08-20 23:19:59","2025-08-24 12:53:27","2025-08-25 10:31:51","Shopee PH - CPS",-,"209710399266252 | 250824MNKHGYTV",2.30,0.03,MP,Pending,,,68a5e79dbd5a8132a4deea96,,,"Beauty Vault Kojic soap 135grams",Beauty,"EXISTING | APP","54739553 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556161920,"2025-08-20 21:37:44","2025-08-24 14:01:05","2025-08-25 10:28:11","Shopee PH - CPS",-,"209714464282608 | 250824MSCP7JJP",0.71,0.00,MP,Pending,,,68a5cfa7bba18e2ad20dd619,,,"360°Mobile Rotation Tripod Phone Mount Holder Adapter Bracket Smartphone Clamp Live Streaming Tool","Cameras & Drones","EXISTING | APP","1511671644 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556149478,"2025-08-20 21:29:25","2025-08-24 17:22:42","2025-08-25 10:17:35","Shopee PH - CPS",-,"209726562282722 | 250824N4N7S9E1",5.04,0.06,MP,Pending,,,68a5cdb564d2b330a644e08b,,,"Tempered Glass Screen Protector for iPad Air 6 11"" 13'' M2 M3 7th/8th/9th 10.2 Air4 5 10.9 11th 10th 10.9'' Gen Air1 2 /5th/6th ","Mobile & Gadgets","EXISTING | APP","1278780161 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
556149483,"2025-08-20 21:29:25","2025-08-24 17:22:42","2025-08-25 10:17:35","Shopee PH - CPS",-,"209726562282722 | 250824N4N7S9E1",5.04,0.06,MP,Pending,,,68a5cdb564d2b330a644e08b,,,"Tempered Glass Screen Protector for iPad Air 6 11"" 13'' M2 M3 7th/8th/9th 10.2 Air4 5 10.9 11th 10th 10.9'' Gen Air1 2 /5th/6th ","Mobile & Gadgets","EXISTING | APP","1278780161 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
556147660,"2025-08-20 21:04:18","2025-08-24 17:50:17","2025-08-25 10:15:30","Shopee PH - CPS",-,"209728217211133 | 250824N66J1SXA",2.28,0.03,MP,Pending,,,68a5c7d2be5f5fff8a193898,,,"<MS>Long Lasting oil base perfume 85ml",Beauty,"EXISTING | APP","226755366 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556142573,"2025-08-20 20:27:49","2025-08-24 18:56:38","2025-08-25 10:11:11","Shopee PH - CPS",-,"209732197286518 | 250824N9W5QWB0",1.38,0.02,MP,Pending,,,68a5bf4571201a5f3655984d,,,"Engineer Keychain Book Ruler Compasses Key Ring Architect Key Chains Student","Hobbies & Collections","EXISTING | APP","267733346 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
556172740,"2025-08-20 20:27:25","2025-08-24 11:31:39","2025-08-25 10:37:11","Shopee PH - CPS",-,"209705492268504 | 250824MH19UDKA",2.55,0.03,MP,Pending,,,68a5bf2d61171124489c9985,,,"Baby Nipple Puting Botol Susu baby Wide Neck Nipple for Pigeon Anti Colic Anti Tumpah Soft Teat MNZ","Mom & Baby","EXISTING | APP","872270102 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556153409,"2025-08-20 19:36:22","2025-08-24 16:18:01","2025-08-25 10:21:08","Shopee PH - CPS",-,"209722681233884 | 250824N11JH4Q8",4.41,0.05,MP,Pending,,,68a5b3366a63ee84382fd897,,,"Original Aguaflask 32oz 1000ml Tumbler Hot And Cold Vacuum Insulated Stainless Steel Water Bottle","Home & Living","EXISTING | APP","589720216 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556153413,"2025-08-20 19:36:22","2025-08-24 16:18:01","2025-08-25 10:21:08","Shopee PH - CPS",-,"209722681233883 | 250824N11JH4Q7",2.30,0.03,MP,Pending,,,68a5b3366a63ee84382fd897,,,"kids  briefs underwear （6-12yrs old）","Baby & Kids Fashion","EXISTING | APP","71065114 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
556176079,"2025-08-20 19:25:52","2025-08-24 10:30:19","2025-08-25 10:39:36","Shopee PH - CPS",-,"209701819291235 | 250824MDKU13N7",3.50,0.04,MP,Pending,,,68a5b0bf690e45f79206474b,,,"Mouse Repeller Insect Repellent Rodent Mothballs Killer for Rats Mouse Cockroach Mosqu","Home & Living","EXISTING | APP","1197023815 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
556141776,"2025-08-20 18:42:21","2025-08-24 19:05:56","2025-08-25 10:10:32","Shopee PH - CPS",-,"209732756233549 | 250824NADTSHRQ",5.24,0.06,MP,Pending,,,68a5a68c49f2fc1baea0ab32,,,"Non-slip Ultralight KENDA K1177 CST C1820 MTB Bike Bicycle Tire 26/27.5/29 x 1.95 for 29er/26er","Sports & Outdoors","EXISTING | APP","532891407 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
