"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Publisher Sub ID 5","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
556008448,,"2025-08-24 16:13:21","2025-08-24 22:18:56","TikTok Shop MY - CPS",-,580112259782182762,2.84,0.11,OEM3_OPPO_PUSH,Pending,,,,,,1732173602750104986,"Kemeja Lengan Panjang, Cetakan Ikatan Simpul Merah Jambu, Ketibaan Baru Musim Luruh, Gaya Manis, Panjang Setengah, Longgar, Jaket Kardigan Pelindung Matahari, Atasan Blouses Shirts Tops",1732173602749318554,MUMUBROW
555943424,,"2025-08-24 14:21:52","2025-08-24 16:20:31","TikTok Shop MY - CPS",-,580110983494206691,0.16,0.00,OEM2_VIVO_PUSH,Pending,,,,,,1730358066941233067,"Pembaikan Seluar, Pinggiran Seluar Dipotong, Pelekat Diri, Tampal Mulut, Sesuai untuk Pakaian, Seluar Jean, Aksesori Putih Pita",1730358082960394155,"Dreamy Wardrobe"
556010240,,"2025-08-24 21:12:44","2025-08-24 22:28:25","TikTok Shop TH (Deeplinkable) - CPS",-,580115661233555133,1.56,0.03,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731818559682283208,"กระเป๋าสะพายไหล่, กระเป๋าสะพายเด็ก, กระเป๋าสะพายพิมพ์ลายการ์ตูน, ทันสมัย, แบบพกพา, นุ่มและน่ารัก, การ์ตูน 3 มิติ, สไตล์เด็ก, ง่ายต่อการพกพา, อัตราการหมุนสูง, ซุปเปอร์ทนทาน, ดูดี",1731818549906015944,KellerB
555945216,,"2025-08-24 13:41:04","2025-08-24 16:23:55","TikTok Shop MY - CPS",-,580110479855289541,14.40,0.40,OEM3_OPPO_PUSH,Pending,,,,,,1731742200804574438,"Kemeja-T Malaysia, Untuk Lelaki dan Wanita, Tema Merdeka 1957, Tarikh Kemerdekaan ke-68, Cepat Kering, Gaya Pullover, Sesuai untuk Kanak-kanak, Tee Sukan Luar 2025, Leher Bulat, Tee Lengan Pendek",1731742252372165862,"Fashion 3D Printed Clothing Factory"
556012032,,"2025-08-24 19:50:38","2025-08-24 22:32:16","TikTok Shop TH (Deeplinkable) - CPS",-,580114592357582828,2.86,0.04,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732210472742978836,"เสื้อกีฬา คอปก พิมพ์ลายวินเทจสปอร์ต สามารถใส่ได้ทั้งผู้หญิงและผู้ชาย",1732210472741537044,"Rome Sports"
555946752,,"2025-08-24 13:02:39","2025-08-24 16:27:19","TikTok Shop MY - CPS",-,580110049101972724,18.25,0.64,OEM2_VIVO_PUSH,Pending,,,,,,1729511272407205513,"Electric Wood Planer 2200W Heavy Duty Power Tool Multi-functional Carpenter Handheld Cutting Machine, DIY Ketam Kayu Elektrik, Adjustable Blade Depth for Precision Woodworking & Chamfering",1729511272407074441,"KELETOOL STORE"
555947008,,"2025-08-24 12:57:19","2025-08-24 16:27:47","TikTok Shop MY - CPS",-,580109993610282347,1.47,0.08,OEM3_OPPO_PUSH,Pending,,,,,,1732155282137908920,"Pelekat Motosikal Mata Iblis 3D, Berkilau, untuk Skuter, Suzuki, Basikal Mini, Reka Bentuk Mata Kucing Sejuk, Aksesori Mod Reflektif, Pelekat Lampu Depan Bercahaya",1732155282137777848,ml260d
556012544,,"2025-08-24 19:22:46","2025-08-24 22:33:14","TikTok Shop TH (Deeplinkable) - CPS",-,580114267831043932,2.14,0.05,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1731491169846068297,"หมวกกันแดดกลางแจ้ง unisex สำหรับฤดูร้อน แห้งเร็ว ระบายอากาศได้ดี เหมาะสำหรับการเดินป่า ป้องกันรังสียูวี หมวกเดินทาง สไตล์หมวกเบสบอล",1731491169845675081,แปลก＆อินเทรนด์
555947520,,"2025-08-24 12:45:24","2025-08-24 16:28:43","TikTok Shop MY - CPS",-,580109804559238873,1.42,0.08,OEM2_VIVO_PUSH,Pending,,,,,,1732100398368917455,"TUDUNG SARUNG COTTON Premium baisa/Untuk wanitah Muslima/metal tag xda",1732097569577142223,"AISYAH EXCLUSIVE HIJAB"
556013056,,"2025-08-24 18:57:20","2025-08-24 22:34:21","TikTok Shop TH (Deeplinkable) - CPS",-,580113931703715656,4.54,0.11,FTK_90,Pending,,TTS,TH,VIVO,PUSH03,1732199128524688114,"(1 แถม 2) เซตขนมปลาหวานสามแซ่บ สุดคุ้ม",1732199060534299378,คุณนกบ้านเจ้าทะเล
556013312,,"2025-08-24 18:43:05","2025-08-24 22:34:48","TikTok Shop TH (Deeplinkable) - CPS",-,580113802644390921,0.51,0.02,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732067809285342667,"ผ้าพันแผล ผ้าล็อค ผ้าพันแผล แบบยืดหยุ่น เทปยืด กันเลีย bandage ยาว 2นิ้ว มีให้เลือกหลากหลายสไตล์",1732067782182405579,RakPet.th
555948800,,"2025-08-24 12:17:37","2025-08-24 16:31:04","TikTok Shop MY - CPS",-,580109488172926552,0.83,0.04,FTK_91,Pending,,TTS,MY,VIVO,PUSH03,1729677110259190115,"Set Aksesori Kertas Merdeka 2024 - Topeng Merdeka, Tanjak, Tiara, Prop Tangan Supplies",1729658424602233187,"NSA Printing"
556014592,,"2025-08-24 17:34:07","2025-08-24 22:38:17","TikTok Shop TH (Deeplinkable) - CPS",-,580113064207746344,2.62,0.11,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732254643564677031,"ตัวป้องกันหน้าจอกระจกนิรภัย, เข้ากันได้กับ OPPO A18, A38, A58, A17, A16s, A15s, A78, A55, A57, A77s, A5s, A3s, A53, A33, A32, A5, A9, A54, A95, A96, A94, A93, A76, Reno5, K, ตัวป้องกันหน้าจอโทรศัพท์, GHM01",1732254639582513063,3C.Apple
556014848,,"2025-08-24 17:19:42","2025-08-24 22:38:56","TikTok Shop TH (Deeplinkable) - CPS",-,580112943190476236,0.66,0.02,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732318775299115246,"ชุดที่คาดผมเด็ก Sanrio Hello Kitty Kuromi สำหรับเด็กผู้หญิง ยางรัดผม ยางรัดผม มีความยืดหยุ่นที่ดี ของขวัญเครื่องประดับผม",1732318775299049710,MuZi..
556015360,,"2025-08-24 16:52:27","2025-08-24 22:39:52","TikTok Shop TH (Deeplinkable) - CPS",-,580112657731651017,13.21,0.33,FTK_90,Pending,,TTS,TH,VIVO,PUSH03,1729721886436133226,"เสื้อแจ็คเก็ตผู้ชาย ฤดูใบไม้ผลิ ฤดูใบไม้ร่วง 2023 วัสดุผ้าฝ้าย สไตล์ลำลอง ทรงสลิมฟิต เสื้อแจ็คเก็ตเบลเซอร์ผ้าเดนิม เหมาะสำหรับใส่ทุกวัน",1729721886435608938,"VanMu menswear"
556015616,,"2025-08-24 09:06:41","2025-08-24 22:42:27","TikTok Shop TH (Deeplinkable) - CPS",-,580107485038544342,5.19,0.16,FTK,Pending,,TTS,TH,OPPO,PUSH_02,1732249165260686827,"เจลดูแลประจำวัน สูตรไม่ใช้พืช สูตรอ่อนโยน 30g ซื้อ 1 แถม 1 โปรโมชั่นฟรี",1732249165260621291,Jacquelineee
555950336,,"2025-08-24 11:40:13","2025-08-24 16:34:15","TikTok Shop MY - CPS",-,580109051028735634,3.11,0.13,OEM3_OPPO_PUSH,Pending,,,,,,1732107043408414006,"4 PACK Tissue Gantung Hanging Tissue Tisu Gantung Viral Murah Tisu Viral Tisu Dapur Gantung Facial Tissue Tisu Muka",1732106957713016118,"LEGALAND DEVELOPMENTS SDN. BHD."
555951872,,"2025-08-24 11:01:36","2025-08-24 16:37:27","TikTok Shop MY - CPS",-,580108622464386057,4.02,0.01,OEM3_OPPO_PUSH,Pending,,,,,,1730689901180913180,"Kapsul Saraf Penawar Berhenti Ciktom",1730689995814307356,sunnyworkshop
555954432,,"2025-08-24 09:48:22","2025-08-24 16:42:33","TikTok Shop MY - CPS",-,580107874389624731,0.93,0.05,OEM3_OPPO_PUSH,Pending,,,,,,1730741534026073959,"BAWAL COTTON PREMIUM BATU TABUR BIDG 45""/ UNTUK WANITA MUSLIMAH  FASHION.",1730741513209022311,"MS BOUTIQUE ONLINE FASHION"
