"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
552540557,"2025-08-17 23:47:25","2025-08-17 23:51:32","2025-08-18 10:29:26","Shopee PH - CPS",-,"209145092245446 | 2508174742QVQ6",2.26,0.03,MP,Pending,,,68a1f98daf767d1bd4cc65cf,,"FOCALLURE Foundation Long Wear High Coverage Oil Control Face Makeup 8 Colors",Beauty,"EXISTING | APP","61757753 | SHOPEE_MALL_CB | ORDERED_IN_DIFFERENT_SHOP"
552540875,"2025-08-17 23:40:19","2025-08-17 23:46:48","2025-08-18 10:29:42","Shopee PH - CPS",-,"209144808214910 | 25081746UKV1VM",1.84,0.02,MP,Pending,,,68a1f7e2717ef51bb198111d,,"LANHUA Bonnet Hat, Full Cover Flower Embroidery Headscarf,  Breathable Cover White Hair Elastic Headwear Women","Fashion Accessories","EXISTING | APP","1122794032 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
552541045,"2025-08-17 23:39:24","2025-08-17 23:44:15","2025-08-18 10:29:50","Shopee PH - CPS",-,"209144655217325 | 25081746Q1XSUU",0.58,0.01,MP,Pending,,,68a1f7ac8d15aa1bb66c1750,,"【Creative】Deer Design Hanging Hook Wall Mounted Key Holder No-drill Door Closet Hanger Decoration","Home & Living","EXISTING | APP","998987706 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552573867,"2025-08-17 23:14:52","2025-08-17 23:40:09","2025-08-18 10:52:06","Shopee VN - CPS",-,"209144409200809 | 25081746FQB6AS",0.31,0.01,MP,Pending,,Shopee,68a1f1eb45a5a21bccbecc2b,,"Vòng Cổ Choker Dây Da Phối Ren Phong Cách Cổ Điển 2017 Dành Cho Nữ","Phụ Kiện Thời Trang","EXISTING | APP","77367729 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
552573868,"2025-08-17 23:14:52","2025-08-17 23:40:09","2025-08-18 10:52:06","Shopee VN - CPS",-,"209144409200808 | 25081746FQB6AR",1.69,0.03,MP,Pending,,Shopee,68a1f1eb45a5a21bccbecc2b,,"Dây Da Đen Dây Vòng Cổ Nữ Cổ Ngắn Dây Xương Đòn Dây Xích Cô Gái Nóng Gợi Cảm Vòng Cổ Choker","Phụ Kiện Thời Trang","EXISTING | APP","572662224 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
552543241,"2025-08-17 23:05:41","2025-08-17 23:12:42","2025-08-18 10:31:39","Shopee PH - CPS",-,"209142762274047 | 25081744XMPUW7",0.79,0.01,MP,Pending,,,68a1efc4534c54a8e3499ad8,,"5pcs Plastic Ring Binder 30-Holes 12mm A4 White, Transparent, Blue, Pink, Black",Stationery,"EXISTING | APP","193554907 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552543604,"2025-08-17 22:52:18","2025-08-17 23:06:45","2025-08-18 10:31:55","Shopee PH - CPS",-,"209142405242306 | 25081744M079JH",2.01,0.02,MP,Pending,,,68a1eca125d4c11c034abc3b,,"A6 100 Days Envelope Challenge Budget Binder Money Savings Notebook Cash Storage Book Money",Stationery,"EXISTING | APP","1202331757 | C2C_CB | ORDERED_IN_DIFFERENT_SHOP"
552544870,"2025-08-17 22:19:37","2025-08-17 22:50:55","2025-08-18 10:32:44","Shopee PH - CPS",-,"209141455299455 | 25081743QP8XGX",1.73,0.02,MP,Pending,,,68a1e4f77e496ba66ab9c945,,"Women Body Shaper High-Waist Shaping Panty Traceless and Seamless  Abdominal underwear","Women Clothes","EXISTING | APP","1019919803 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552579064,"2025-08-17 22:17:28","2025-08-17 22:35:52","2025-08-18 10:55:00","Shopee VN - CPS",-,"209140552259266 | 25081742VS2FFQ",0.29,0.01,MP,Approved,,Shopee,68a1e4770caa611bb585ddf7,,"Dây đeo điện thoại hình cờ Tổ Quốc - cờ Đảng (2mặt) nlp","Điện Thoại & Phụ Kiện","EXISTING | APP","535670297 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552541171,"2025-08-17 22:13:33","2025-08-17 23:42:45","2025-08-18 10:29:56","Shopee PH - CPS",-,"209144564259431 | 25081746MB6XDY",1.54,0.02,MP,Pending,,,68a1e38d86a18a1bc92353e7,,"Sleep Patch Insomnia Sleep Aid Patch Relieve Anxiety Stress Improve Sleeping Plaster -- 48pcs",Health,"EXISTING | APP","1347738615 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552545178,"2025-08-17 22:12:08","2025-08-17 22:14:10","2025-08-18 10:32:54","Shopee PH - CPS",-,"209139250228226 | 25081741NYBFMR",1.61,0.02,MP,Pending,,,68a1e3378d15aa1bb62e6754,,"BDB Butterfly Refrigerator Sticker Home Decoration Kitchen Mural DIY Wall Stickers PH","Home & Living","EXISTING | APP","1105643279 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
552543418,"2025-08-17 22:08:46","2025-08-17 23:09:52","2025-08-18 10:31:47","Shopee PH - CPS",-,"209142591213068 | 25081744SHJDUY",3.13,0.04,MP,Pending,,,68a1e26ec390831bf5211670,,"STOMPION Flat Sandals For Women Clogs Cartoon Chunky Rubber Sandals Beach Slippers For Women","Women Shoes","EXISTING | APP","1234667338 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552543196,"2025-08-17 21:56:34","2025-08-17 23:13:31","2025-08-18 10:31:37","Shopee PH - CPS",-,"209142811231061 | 2508174503D3V1",0.91,0.01,MP,Pending,,,68a1df918ecf751c30232e81,,"PowerMotor HONDA BEAT FI Mudflap CARBON MUD FLAP Rubber Retainer HIGH QUALITY MUD GUARD GREEN",Motorcycles,"EXISTING | APP","1504765331 | PREFERRED_CB | ORDERED_IN_DIFFERENT_SHOP"
552544984,"2025-08-17 21:43:32","2025-08-17 22:49:45","2025-08-18 10:32:48","Shopee PH - CPS",-,"209141385280896 | 25081743NKGHG7",20.26,0.24,MP,Pending,,,68a1dc8467eed4a7c31f5375,,"Mini Stepper Machine Foot Exercise Equipment Multifunctional Hydraulic V-Stepper Leg Machine","Sports & Outdoors","EXISTING | APP","1047993540 | PREFERRED_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
552545992,"2025-08-17 21:39:52","2025-08-17 22:16:02","2025-08-18 10:33:21","Shopee PH - CPS",-,"209139362246791 | 25081741SA68CE",5.25,0.06,MP,Pending,,,68a1dba8b6b0111c388baffb,,"BRAND NEW 1 PC ISANG PIRASO 80 kilo Sako Trash bag/Sack Malaking Sako 80kgs(106cm x 106cm each size)","Home & Living","EXISTING | APP","82985296 | C2C_NON_CB | ORDERED_IN_DIFFERENT_SHOP"
