Order ID,Sub orderid,Creator username,Creator tag ID,Product Name,SKU,Product ID,Price,Quantity,Shop name,Shop code,Currency,Order Status,Content Type,Content id,Standard commission rate,Commission bonus rate,Creative commission rate,Creator commission reward rate,Estimated commission base,Est. standard commission,Est. commission bonus,Est. creative commission,Est. creator commission reward fee,Actual commission base,Actual standard commission,Actual commission bonus,Actual creative commission,Actual creator commission reward fee,Creator tax,Agency commission,Agency commission bonus,Agency creative commission,Creator agency commission reward fee,Total agency commission,Quantity returned,Quantity refunded,Invitation ID,Agency commission rate,Time order created,Time order delivered,Time Commission Paid,Payment ID,Payment method,Payment account,IVA,ISR,Platform,Attribution type,commission model
580131050895803565,580131050896131245,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ODOM SETELAN BAJU ANAK PEREMPUAN/BAJU ANAK CEWEK/SETELAN BAYI TERBARU,"OB.MINI 09/FANTA, XL (3 TAHUN)",1732187609151473549,18917,1,odom.id,IDLC3HW29N,IDR,Processing,Link share,OEM3_OPPO,4,,,,18917,757,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:57:02,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580131050895803565,580131050896065709,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ODOM SETELAN BAJU ANAK PEREMPUAN CELANA PANJANG/SETELAN ANAK CEWEK TERBARU,"CP.ALWAYS LUCKY/MERAH, L(10KG-12KG)",1731426049041729421,19612,1,odom.id,IDLC3HW29N,IDR,Processing,Link share,OEM3_OPPO,4,,,,19612,784,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:57:02,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580131050895803565,580131050896000173,racunbelanjakuyyyy,OEM3_OPPO_PUSH,ODOM DASTER ANAK PEREMPUAN/DASTER ANAK CEWEK/DRESS ANAK PEREMPUAN 1-5 TAHUN,"DS.UNICORN/UNGU, L (14KG-16KG)(3-4 TH)",1731252285772695437,15116,1,odom.id,IDLC3HW29N,IDR,Processing,Link share,OEM3_OPPO,4,,,,15116,605,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:57:02,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130938113459785,580130938113590857,racunbelanjakuyyyy,OEM3_OPPO_PUSH,V380 YS-05 Outdoor PTZ CCTV | Dual Lens 1080P HD | WiFi Wireless Security Camera | Night Vision & 2-Way Audio Kamera,YS-05 Only,1731083431323862970,120600,1,V380 PRO CCTV World,IDLCCATLWGX,IDR,Processing,Link share,OEM3_OPPO,3,,,,120600,3618,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:43:32,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130876940387542,580130876940518614,racunbelanjakuyyyy,OEM3_OPPO_PUSH,2000 pcs karet Jepang ikat rambut karet free pouch karet jepang Aksesoris Hitam,hitam 1000 pcs,1729505869095340775,3999,1,FGH Store,IDLCP4WWS2,IDR,Processing,Link share,OEM3_OPPO,3,,,,3999,120,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:31:56,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130866933236926,580130867857425598,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Diora Highwaist Pants - Kulot Pants Highwaist Wanita Loose Celana Panjang Formal Basic Polyester Casual Simple diora pants Hitam Semi Kerja Kantor Risleting Samping,"Ivory, S",1730224468242106292,75000,1,Vergiana Indonesia,IDLCTXLLTW,IDR,Processing,Link share,OEM3_OPPO,3.5,,,,75000,2625,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:31:21,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130860161729560,580130860161860632,racunbelanjakuyyyy,OEM3_OPPO_PUSH,[BUY 1 GET 1]PAKET HEMAT CELANA JEANS 100K DAPAT 2 CELANA PENDEK ||CELANA PENDEK PRIA|| CELANA JEANS BAHAN 13oz UKURAN 27-39,"Biru tua + retro coklat, 34",1729656019173214539,114999,1,Dodolanjeans.id,IDLCSSWW6F,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,114999,2875,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:31:21,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130777594299428,580130777594430500,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Jam Tangan Pria Casio General MTP-V005D-2B5UDF Analog,Default,1732181719047701955,368997,1,Casio Gallery Indonesia,IDIDLC4FLSVX,IDR,Processing,Link share,OEM3_OPPO,1,,,,368997,3690,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:21:29,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130793293120849,580130793294497105,racunbelanjakuyyyy,OEM3_OPPO_PUSH,Owlet - Setelan Jogger Tartan - Setelan Anak Laki - Setelan Celana Panjang - Setelan Motif Karakter Kombinasi - Setelan Jogger - Setelan Piyama - Setelan  1-7thn,"Jogger tartan Navy, XXL",1731759803794622393,40499,1,Owlet Babystuff,IDLCWYLLAC,IDR,Processing,Link share,OEM3_OPPO,5,,,,40499,2025,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:19:17,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
580130754684094360,580130754684225432,racunbelanjakuyyyy,OEM2_VIVO_PUSH,Triple F Jaket Outdoor Original Anti Air Taslan Milky Waterproof Uniseks Pria Wanita Model Simpel Nyaman Dengan 3 Kantong Depan & Hoodie Bisa Dilepas,"toska grey, XXL",1729729302845294220,144500,1,vendor Triple.f,IDLC78WLKG,IDR,Processing,Link share,OEM3_OPPO,2.5,,,,144500,3613,,,,,,,,,,,,,,,0,0,0,99,25/08/2025 23:14:51,/,/,/,Bank account,/,,,TTS,Indirect,fixed commission
