"Conversion ID","Click Date","Conversion Date","Recorded On",Advertiser,"Campaign Name","Order ID","Sale Amount (USD)","Estimated Earnings (USD)","Publisher Sub ID 1",Status,Remarks,"Publisher Sub ID 2","Publisher Sub ID 3","Publisher Sub ID 4","Advertiser Sub ID 2","Advertiser Sub ID 3","Advertiser Sub ID 4","Advertiser Sub ID 5"
554501888,,"2025-08-21 19:15:49","2025-08-21 20:47:57","TikTok Shop ID - CPS",-,580077479339197488,1.12,0.03,DL,Pending,,TTS,ID,OPPO,1731592476472412064,"NESO Mata Bor Bobok Beton 6 8 10 12 14 16 18mm Tembok Besi Twisted Drill Bit (COD) High Quality",1731592476472346528,"G-M tool"
554502656,,"2025-08-21 18:56:39","2025-08-21 20:49:22","TikTok Shop ID - CPS",-,580077336551588979,4.62,0.11,RAMPUP,Pending,,,,,1729765686293399278,"24/36/48/60/80 Colors Akrilik Marker Set Spidol Akrilik Spidol DIY Painting Spidol Pastel Pulpen Diy Highlight Drawing Waena Baru Acrylic Stationery Cat Glass Paper Mewarnai",1729765663203165934,"mom love baby1"
554504192,,"2025-08-21 18:13:09","2025-08-21 20:52:16","TikTok Shop ID - CPS",-,580076883791414290,0.32,0.00,FTK,Pending,,TTS,ID,OPPO,1729384976466478923,"ENVIO - Selection Kapas Kecantikan 35Gr 50Gr 75Gr | Cotton Buds 100s 180s Baby",1729384976363390795,"Envio Store"
554439680,,"2025-08-21 15:28:08","2025-08-21 15:40:21","TikTok Shop MY - CPS",-,580075184399353348,6.61,0.22,OEM2_VIVO_PUSH,Pending,,,,,1732148869809080083,"24H LIMITED STOCK!!   ASGG Glutathione Gummies Gula- Gula Rasa Strawberi Mencerahkan Warna Kulit Mengandungi Glutathione Menyokong Imun Dan  Menjaga Kesejahteraan Kulit",1732148791123740435,"FYHY TKSHOP"
554442240,,"2025-08-21 15:07:39","2025-08-21 15:42:08","TikTok Shop MY - CPS",-,580074958150534826,13.02,0.57,OEM3_OPPO_PUSH,Pending,,,,,1732240070603867163,"【BUY 1 TAKE 1】 LED Outdoor Solar Lights Solar Garden Lights 50000W Solar Lights Outdoor Solar Flood Lights Solar Spot Lights Solar",1732240043923506203,"Cahaya Tenaga Hijau"
554508288,,"2025-08-21 16:03:39","2025-08-21 20:59:36","TikTok Shop ID - CPS",-,580075548115174605,1.28,0.02,FTK_56,Pending,,TTS,ID,XIAOMI,1729384563824101027,"[BUY 1 GET FREE GIFT] Madame Gie Protect Me Lets Glow Tinted Sunscreen SPF 50 PA ++++ - No Fragrance Perawatan Wajah Semua Jenis Kulit Facial Hitam",1729384563704039075,"Madame Gie Cosmetics"
554508544,,"2025-08-21 15:56:26","2025-08-21 21:00:05","TikTok Shop ID - CPS",-,580075509711472271,3.43,0.06,DL,Pending,,TTS,ID,OPPO,1729582231961438240,"GAMIS TERBARU GABBANA MAXY M L XL Maxi Muslim",1729582230580529184,"NURE FASHION"
554444288,,"2025-08-21 14:47:05","2025-08-21 15:43:38","TikTok Shop MY - CPS",-,580074744532927776,1.54,0.03,OEM3_OPPO_PUSH,Pending,,,,,1729462076795423381,"Rexona Deodorant Roll-On 45ml",1729462074377996949,"Lavender Beauty & Grocer"
554510848,,"2025-08-21 20:54:58","2025-08-21 21:08:26","TikTok Shop MY - CPS",-,580078632844691069,3.08,0.08,OEM2_VIVO_PUSH,Pending,,,,,1730405350479005099,"Jeruk tuhau cuka pedasss menyengat+ bawang merah bawang putih Food",1730171240695629227,"RLCSC ENT"
554511616,,"2025-08-21 20:37:40","2025-08-21 21:09:46","TikTok Shop MY - CPS",-,580078435607675913,3.99,0.07,OEM2_VIVO_PUSH,Pending,,,,,1729579459363046487,"Newest 3rd Generation Puting Softouch wideneck SS/S/M/L/LL/3L Baby botolsusupupici",1729579459220374615,BABYSHOPBYYIN
554512384,,"2025-08-21 20:19:15","2025-08-21 21:11:03","TikTok Shop MY - CPS",-,580078212221010950,1.84,0.06,OEM2_VIVO_PUSH,Pending,,,,,1732220573654615443,"Batang Pembayang Mata, KAXIER, Krim Dua tona, Pensel Pembayang Mata Mencerahkan, Sangat Berpigmen, Pen Pembayang Mata, Kalis Air dan Tahan Lama, Tongkat Serlahkan, Solekan Berkelas Berterusan makeup by mario  limited  edition  palette Eyeshadow",1732220573653829011,"Coco Ray"
554447360,,"2025-08-21 14:15:29","2025-08-21 15:46:15","TikTok Shop MY - CPS",-,580074345213101870,5.21,0.15,OEM2_VIVO_PUSH,Pending,,,,,1730491925508359618,"3.2mm PU Quality Size 5 Bola Sepak Padang Anti Slip Soft PU Leather Soccer Football Outdoor Laliga Premier League SerieA",1730491878596773314,MineFitZone
554513920,,"2025-08-21 19:36:36","2025-08-21 21:13:51","TikTok Shop MY - CPS",-,580077746496308383,0.41,0.01,FTK,Pending,,TTS,MY,OPPO,1729517707460904512,"Invisible Spy Ink Pen , With UV Pen Light, Party Favors for Kids, with uv Light Upgraded Disappearing Writing Spy Pens Magic Pen Toys Magic Marker for Secret Message and Goodies Bags Toy for Kids Office Stationery for Boys Girls Goodie Bag",1729517704592655936,PlayVus
554448640,,"2025-08-21 13:43:15","2025-08-21 15:48:31","TikTok Shop MY - CPS",-,580074006443820912,2.10,0.07,OEM3_OPPO_PUSH,Pending,,,,,1729554147122578438,"Sarung Moscrepe Batu Tabur New Arrival - Humairo exclusive",1729531317614576646,"HUMAIRO EXCLUSIVE"
554514176,,"2025-08-21 19:29:27","2025-08-21 21:14:21","TikTok Shop MY - CPS",-,580077646753662615,4.95,0.19,OEM2_VIVO_PUSH,Pending,,,,,1732099789672121825,"【COD/24h】Tongkat Selfie Bluetooth, Gred Pro, dengan Lampu LED Tiga Warna, Operasi Mudah!",1731185097267840481,"NIUMO Store-MY"
554448896,,"2025-08-21 13:36:37","2025-08-21 15:49:00","TikTok Shop MY - CPS",-,580073945368331312,11.91,0.25,FTK_MY_VIVO_PUSH,Pending,,,,,1731003812572726632,"5L/8L Portable Rechargeable Sprayer Chemical Garden Pressure Sprayer Pump Sprayer Knapsack Battery Rumput Pam Tong Racun",1730949250332067176,Jinbao.
554514688,,"2025-08-21 19:14:49","2025-08-21 21:15:09","TikTok Shop MY - CPS",-,580077508552328606,2.18,0.09,FTK,Pending,,TTS,MY,OPPO,1732092847762802278,"150 biji setiap paket: Hapeks Peppermint Vitamin C Tanpa Gula Rasa Buah Campuran, Melembutkan Naos, Pembersih Naos, Hapeks Ciuman, Melembapkan Tekanan Lidah, Kemasan Terpisah untuk Tamu candy ula Ziplock Fruity gula-gula",1732092387591226982,MYShopJK
554056448,,"2025-08-21 05:01:45","2025-08-21 08:15:35","TikTok Shop MY - CPS",-,580069829921506817,3.87,0.20,OEM2_VIVO_PUSH,Pending,,,,,1732068752504555249,"Bulu Mata Magnetik, Alamiah 3D, Buatan Tangan, Boleh Digunakan Semula, Dengan Pinset Bulu Mata Palsu Eyelashes Makeup",1732068752504489713,AAPLUS-Beauty
554515200,,"2025-08-21 19:01:29","2025-08-21 21:15:57","TikTok Shop MY - CPS",-,580077382817777047,2.21,0.10,OEM3_OPPO_PUSH,Pending,,,,,1732236049593566491,"Cermin Mata Hitam Perniagaan, Ringan, Reka Bentuk Separuh Tanpa Bingkai, Ultra-Ringan, Selesa Dipakai, Hadiah Hebat, Ketibaan Baru",1732236049593500955,Q3DP201ML
554450432,,"2025-08-21 12:55:41","2025-08-21 15:52:09","TikTok Shop MY - CPS",-,580073453595624846,3.74,0.10,OEM3_OPPO_PUSH,Pending,,,,,1729598796378376785,"REDCHERRY Periuk Elektrik Non-Stick 1.8L tahan panas 1.8L Non Stick Electric Pot /Mini Rice Cooker With Steamer Frying Pan Electric Cooker Cooking Pot Periuk Nasi",1729427892669549137,"RED CHERRY"
554515968,,"2025-08-21 18:38:39","2025-08-21 21:17:14","TikTok Shop MY - CPS",-,580077139326109664,2.13,0.08,OEM3_OPPO_PUSH,Pending,,,,,1731444573016261924,"Perfume Paradise Pen ORIGINAL HQ 100% -10ML",1730331393618707748,muabellazmakeup
554516224,,"2025-08-21 18:32:22","2025-08-21 21:17:43","TikTok Shop MY - CPS",-,580077052756526958,1.55,0.07,OEM3_OPPO_PUSH,Pending,,,,,1732236049593566491,"Cermin Mata Hitam Perniagaan, Ringan, Reka Bentuk Separuh Tanpa Bingkai, Ultra-Ringan, Selesa Dipakai, Hadiah Hebat, Ketibaan Baru",1732236049593500955,Q3DP201ML
554516480,,"2025-08-21 18:23:55","2025-08-21 21:18:12","TikTok Shop MY - CPS",-,580076972531156218,2.47,0.09,OEM3_OPPO_PUSH,Pending,,,,,1729674031573797406,"Pemegang telefon Sarung untuk OPPO A92, A72, A52, sarung kalis kejutan, perlindungan gelangsar kamera, perisai, penutup belakang keras, CPH2059, CPH2067, CPH2061, CPH2069, PADM00, PDAM10",1729674031572945438,"HY Shop"
554451456,,"2025-08-21 12:27:59","2025-08-21 15:54:18","TikTok Shop MY - CPS",-,580073180156953931,1.98,0.05,OEM2_VIVO_PUSH,Pending,,,,,1729679876067986067,"Fitted Bedsheet 4in1 Queen Size King Single Size Bed Sheet Cadar Cadar Murah Hebat Bedding Soft",1729679876067461779,Easyonline
554516992,,"2025-08-21 18:08:04","2025-08-21 21:19:00","TikTok Shop MY - CPS",-,580076814129005694,3.20,0.15,FTK_MY_VIVO_PUSH,Pending,,,,,1732123607771153715,"Buku Lukisan Air Doodle Ajaib, Sihir Ajaib, Untuk Kanak-kanak, Tadika dan Bayi, Buku Lukisan, Boleh Digunakan Semula, Buku Mewarna, Album Lukisan Air Puteri",1732123607771088179,Frances578
554451712,,"2025-08-21 12:21:16","2025-08-21 15:54:48","TikTok Shop MY - CPS",-,580073070431012420,1.84,0.10,OEM2_VIVO_PUSH,Pending,,,,,1732163216882894623,"Duster Habuk, Reka Bentuk Ergonomik Anti-statik, Boleh Ditarik Balik dan Penjimatan Buruh, Sesuai untuk Membersihkan Habuk Daun Kipas, Alat Berguna untuk Jurang, Penyingkiran Abu Dalam, Tiada Jejak, Berus Pembersih",1732163216882829087,ml265d
554518528,,"2025-08-21 17:23:07","2025-08-21 21:21:27","TikTok Shop MY - CPS",-,580076403439732290,9.74,0.37,OEM3_OPPO_PUSH,Pending,,,,,1730748281065866623,"Seluar Jeans Denim Dibasuh, Gaya Retro Amerika, Seluar Kaki Lurus dan Lebar Lelaki, Jenama Trendi Baharu 2025, Seluar Longgar dan Sejuk, dengan Rekaan Pisau Melengkung, [COD]",1730748281065735551,"Jing Fashion-MY"
554453504,,"2025-08-21 11:34:24","2025-08-21 15:58:04","TikTok Shop MY - CPS",-,580072539171358034,2.84,0.10,OEM3_OPPO_PUSH,Pending,,,,,1732023686723765949,"Kapsul Lembut Minyak Krill Antartika",1732023684225337021,"AMIZA NAJWA BINTI AMINUDDIN"
554519040,,"2025-08-21 17:07:53","2025-08-21 21:22:24","TikTok Shop MY - CPS",-,580076256390514664,0.74,0.01,OEM3_OPPO_PUSH,Pending,,,,,1730758582657386461,"Calcium Chloride - Food application / Desiccant / Moisture Adsorption / Ice Control",1730758601415952349,"DChemie Malaysia"
554519296,,"2025-08-21 16:59:50","2025-08-21 21:22:52","TikTok Shop MY - CPS",-,580076132535534831,0.75,0.04,OEM3_OPPO_PUSH,Pending,,,,,1731778682190792248,"Sarung Luffy, Untuk OPPO A83 dan A1, Reka Bentuk Kartun Comel, Liputan Penuh, Bahan TPU, Perlindungan Kamera, Sarung Telefon Silikon",1731778682189874744,bbbbcase
554454528,,"2025-08-21 11:06:22","2025-08-21 16:00:13","TikTok Shop MY - CPS",-,580072241491314300,3.05,0.16,OEM3_OPPO_PUSH,Pending,,,,,1729644643070674432,"Jiewa Tenang Anxiety Relief Aromatherapy Stick Nasal Hidung – Bidara & Akar Tin",1729619629968033280,"Jiewa Tenang Tradisional"
554455296,,"2025-08-21 10:46:07","2025-08-21 16:01:35","TikTok Shop MY - CPS",-,580072030585193953,7.67,0.27,OEM2_VIVO_PUSH,Pending,,,,,1731169824076695029,"Lampu Projektor Aurora lights dan Bulan,14 Kesan Pencahayaan Galaxy,Kesan Laser, Muzik Disegerakkan, Lampu Langit Berbintang LED, Sesuai untuk Bilik Tidur, Bilik Permainan, Parti, Teater Rumah dan Hiasan Bilik, Boleh Dicas Semula USB, Lampu Malam Lighting",1731169824076629493,ILABXINkAili
554455552,,"2025-08-21 10:38:45","2025-08-21 16:02:18","TikTok Shop MY - CPS",-,580071913370715752,2.84,0.10,OEM3_OPPO_PUSH,Pending,,,,,1731751343181890662,"Atuba Khadijah Moden CEY Blouse - Lilac, Kualiti Tinggi, Anti-Kedut, Shirts, Clothing, Navy, Baby Blue, Ironless, Olive, Blue",1731307938814133350,"Atuba Collaction"
554456064,,"2025-08-21 10:25:24","2025-08-21 16:03:19","TikTok Shop MY - CPS",-,580071805745006469,5.80,0.55,OEM3_OPPO_PUSH,Pending,,,,,1729574053905401811,"ClearUp Clarity Nose Pore Strip Skincare Treatment",1729574054103123923,"ClearUp Skincare"
554521856,,"2025-08-21 15:45:57","2025-08-21 21:27:12","TikTok Shop MY - CPS",-,580075375896790686,0.05,0.00,OEM3_OPPO_PUSH,Pending,,,,,1729680744075331368,"Kasut lelaki/Kasut sukan lelaki /kasut jalan lelaki sepatu lelaki Kualiti tinggi selesa Pilihan warna 3color",1729680703650498344,"Shoe Lounge"
554456576,,"2025-08-21 10:09:52","2025-08-21 16:04:18","TikTok Shop MY - CPS",-,580071676358199022,23.68,0.95,OEM2_VIVO_PUSH,Pending,,,,,1731839371363977206,"AVAIL FC BIO ULTRA NIPIS | 15.50CM | KUALITI PREMIUM TUALA WANITA PANTYLINER (15.5cm) x 4 PEK (20's)",1731839367779289078,"AVAIL BEAUTY"
554522368,,"2025-08-21 21:26:08","2025-08-21 21:33:15","TikTok Shop TH (Deeplinkable) - CPS",-,580079062245475461,2.52,0.12,FTK,Pending,,TTS,TH,OPPO,1729652205437749454,"COD กล่องเก็บยา กล่องใส่ยาสามัญประจำบ้าน กล่องยาแข็งแรง ขนาดใหญ่กล่องเก็บยาแบบพกพา อุปกรณ์ทางการแพทย์สําหรับครัวเรือน",1729652205437618382,THHQ
554457856,,"2025-08-21 09:31:46","2025-08-21 16:06:46","TikTok Shop MY - CPS",-,580071283373278484,4.47,0.16,OEM2_VIVO_PUSH,Pending,,,,,1731804552165295167,"Handmade Hair Washing Natural Darkening Soap Shampoo Soap Polygonum Soap  Balans 100g Polygonum Hair Shampoo Bar Soap Hair Care Soap Refreshing Soap Anti-dandruff Preventing Hair Loss Maintain Black and Shiny Hair Haircare Conditioner",1731804509729293375,"Adjani He"
554523392,,"2025-08-21 20:38:23","2025-08-21 21:34:57","TikTok Shop TH (Deeplinkable) - CPS",-,580078412176721136,1.14,0.04,FTK,Pending,,TTS,TH,OPPO,1729813106664835350,"ลูกบอลโฟม ขนาดมินิ อุปกรณ์ DIY ลูกบอลคริสต์มาสทรงกลม สีขาว ทำจากโฟม สติ๊กเกอร์ติดผนัง เครื่องประดับคริสต์มาส เหมาะสำหรับคริสต์มาส",1729813106664507670,YanDun
554523904,,"2025-08-21 20:10:36","2025-08-21 21:35:53","TikTok Shop TH (Deeplinkable) - CPS",-,580078089438397696,2.05,0.05,FTK,Pending,,TTS,TH,VIVO,1731672287626954833,"เสื้อยืดผ้าฝ้ายสีขาวผู้หญิงแขนสั้นฤดูร้อนใหม่หลวมผู้หญิงเกาหลีรอบคอสบาย ๆ ครึ่งแขนผู้หญิงเสื้อยืด",1731672210021648465,CCKU.shop
554524160,,"2025-08-21 19:56:20","2025-08-21 21:36:21","TikTok Shop TH (Deeplinkable) - CPS",-,580077974391981120,1.20,0.04,FTK,Pending,,TTS,TH,OPPO,1730414600992950300,"สครับกาแฟ 1 ซอง 80 กรัม  ผลิตจากกาแฟแท้100%",1730414534854019100,ปุ๊กลุ๊กไม่ชอบอาบน้ำ
554463488,,"2025-08-21 13:19:13","2025-08-21 16:19:44","TikTok Shop TH (Deeplinkable) - CPS",-,580073745267197384,6.08,0.10,FTK,Pending,,TTS,TH,OPPO,1731518059438115529,"*ส่งจากกรุงเทพ*ผ้าคลุมรถยนต์ คลุมครึ่งคัน ผ้าคลุมรถ เก๋ง สำหรับรถเก๋งทุกขนาด กันแดดรังสีUV กันน้ำ170T ขนาดใส่ร่วมกันได้กับรถทุกรุ่น ﻿ผ้าคลุมรถกระบะ ฟรีกระเป๋า",1731518041927879369,"Chestnut Yee"
