Site,Identitas Campaign,Nama Campaign,Id Transaksi,Tipe Konsumen,Status,Waktu Klik,Waktu Konversi,Waktu Konfirmasi,Category ID,Product ID,Harga/unit,Jumlah,Harga Total,Jumlah Komisi,Id Konversi,Creative ID,SessionID,Status Postback,Hitungan Error Postback,Waktu Postback,URL Postback,Alamat IP,Negara,Kota,Agen Pengguna,Tipe Peraga,Merek Peraga,Browser,Bahasa,Domain Rujukan,URL Rujukan,utm_source,utm_medium,utm_content,utm_campaign,utm_term,target_age,target_gender,target_interest,target_marital_status,target_parental_status,target_education,target_employment,target_life_event,target_homeownership,target_income,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_7,opt_8,opt_9,opt_10,adn_test,aff_sub,aff_sub2,aff_sub3,aff_sub4,aff_sub5
Face-MG,966,Shopee ID NON KOL,209321858287562,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:57:00,--,Komputer & Aksesoris,2508209BR3YBYM_p-i.121747323.28456415280_217952902976_Printer+%26+Scanner+Lainnya,89800.0,1,89800.0,1257.00,194923235,108007,--,ERROR,3,2025-08-20 22:02:47,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=89800&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=1257&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A57,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321664235578,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:54:00,--,Aksesoris Fashion,2508209BJAWBFD_p-i.163866941.44460940837_248691161952_Kacamata+Hitam,13411.0,1,13411.0,188.00,194923280,108007,--,ERROR,3,2025-08-20 21:45:38,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=13411&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=188&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A54,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321664235578,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:54:00,--,Aksesoris Fashion,2508209BJAWBFD_p-i.163866941.44460940837_248691161953_Kacamata+Hitam,12151.0,1,12151.0,170.00,194923281,108007,--,ERROR,3,2025-08-20 21:44:27,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=12151&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=170&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A54,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321664235578,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:54:00,--,Aksesoris Fashion,2508209BJAWBFD_p-i.163866941.44460940837_248691161954_Kacamata+Hitam,10486.0,1,10486.0,147.00,194923282,108007,--,ERROR,3,2025-08-20 21:43:43,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=10486&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=147&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A54,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321623247710,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:53:00,--,Makanan & Minuman,2508209BH3TJV3_p-i.1051585317.24581957734_256974938487_Daging+%26+Seafood+Beku,46560.0,1,46560.0,652.00,194923298,108007,--,ERROR,3,2025-08-20 21:41:46,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=46560&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=652&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A53,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321623247710,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:53:00,--,Makanan & Minuman,2508209BH3TJV3_p-i.1051585317.28404202108_39834505482_Daging+%26+Seafood+Beku,33000.0,1,33000.0,462.00,194923299,108007,--,ERROR,3,2025-08-20 21:40:18,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=33000&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=462&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A53,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321579212492,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:52:00,--,Pakaian Wanita,2508209BFSTXEJ_p-i.1552636772.27287679930_270413513901_Celana+Dalam,45500.0,1,45500.0,637.00,194923337,108007,--,ERROR,3,2025-08-20 21:44:42,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=45500&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=637&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A52,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321553299001,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:52:00,--,Aksesoris Fashion,2508209BF13SDS_p-i.284312873.27736577658_177179347510_Aksesoris+Tambahan+Lainnya,20000.0,1,20000.0,280.00,194923342,108007,--,ERROR,3,2025-08-20 21:43:44,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=20000&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=280&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A52,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321536211061,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:52:00,--,Makanan & Minuman,2508209BEGTGVB_p-i.634419393.29472840894_242418298511_Teh,56799.0,1,56799.0,795.00,194923353,108007,--,ERROR,3,2025-08-20 21:40:18,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=56799&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=795&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A52,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
Face-MG,966,Shopee ID NON KOL,209321497262431,existing-indirect,PENDING,2025-08-15 15:23:10,2025-08-19 23:51:00,--,Perlengkapan Rumah,2508209BDBNRKU_p-i.127280842.26910477214_236744952687_Karpet+%26+Tikar,27440.0,1,27440.0,384.00,194923361,108007,--,ERROR,3,2025-08-20 22:13:04,http://bytecmedia.leadsconv.com/conversion?adn_test=1&usd_sale_amount=27440&conversion_id=30&aff_sub=DL&aff_sub2=Shopee&aff_sub3=ID&usd_payout=384&aff_sub4=XIAOMI&offer_name=Shopee+ID+NON+KOL&aff_sub5=PUSH&datetime_conversion=2025-08-19T23%3A51,23.137.84.56,United States,Detroit,"Mozilla/5.0 (Linux; Android 14; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",ANDROID,Samsung,Chrome,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1,DL,Shopee,ID,XIAOMI,PUSH
